lineId_stopIdOrigen_stopIdDestino,velocidad_promedio,muestras
3131_502312_511226,28.71,2
272_513016_512055,11.69,116
2402_519048_519049,23.51,340
2121_511281_513251,25.03,1
2121_513254_502301,16.05,2
2402_513093_513092,7.02,93
2121_515045_515019,10.90,1
2273_513111_513048,30.63,2
2212_515029_515030,31.95,366
3192_511461_511059,20.27,1
421_501701_501502,28.22,5
2211_511106_515213,29.04,241
3413_514552_514196,26.30,24
3413_514552_514195,15.80,1
3192_511461_511051,23.88,1
2473_515061_515025,9.25,1
3192_511461_511052,24.88,2
3192_511461_511053,25.45,1
2842_514087_514088,21.21,589
2402_513132_513130,35.04,329
2211_511319_511223,20.67,98
2842_514087_514085,3.09,1
2402_513132_513134,7.40,25
3192_511461_511050,18.50,22
2273_516030_516034,19.26,1
2121_516084_515143,21.02,1
3411_514326_514331,3.45,1
302_519126_519289,0.44,1
2273_516030_516038,16.18,1
421_502051_502300,16.62,1
2471_514371_514369,33.88,1
2471_514371_514368,17.02,1
2473_515028_516127,20.42,2
336_513059_513168,50.72,1
2471_516137_517009,20.52,10
2121_515045_515044,24.26,103
2101_516055_516110,29.09,354
4272_501854_501800,22.90,1
2471_514371_514381,39.22,344
385_518188_518189,15.68,501
2211_511323_511098,24.80,355
2401_514116_514115,22.35,7
2211_511323_511099,16.27,5
2471_514443_514377,7.36,29
2273_516030_516032,33.00,355
2473_515061_515040,61.58,1
421_501750_501702,9.24,356
2121_516084_515153,21.36,340
2273_513111_513062,19.34,101
2273_516030_516028,18.42,72
2242_512212_512006,22.58,431
2211_518085_502901,39.81,288
2473_514400_514417,41.57,6
303_519084_519113,20.25,474
355_514432_514468,0.70,2
2121_514401_514218,18.08,1
2101_516065_516067,27.93,324
355_514197_514122,19.89,167
3192_511461_511076,21.31,289
2243_513251_513256,27.46,117
2521_514316_514317,19.97,198
385_514369_500167,20.24,324
3442_514382_514367,38.64,276
3442_514065_514092,12.10,2
2101_516065_516070,23.27,1
2102_511305_511284,24.14,3
2273_513111_513013,24.87,1
357_514039_514207,28.22,58
2801_519281_519159,22.05,1
427_519136_519135,11.68,105
140_501403_500950,8.17,121
3191_511196_511204,4.66,1
2473_515061_515012,44.66,269
2243_513104_513106,14.67,28
3442_514382_514351,2.40,1
3442_514382_514352,2.33,1
2473_514367_514400,43.72,256
2473_514367_514401,35.57,1
385_518188_518120,7.29,1
3413_500156_514553,22.46,1
375_517015_500055,10.20,314
2801_519281_519153,0.07,1
142_501150_514429,32.90,1
431_501652_500350,8.43,64
2801_519281_519156,3.47,1
2801_519281_519157,10.36,1
131_502150_502200,35.76,674
2801_519281_519155,0.30,1
3191_511180_511201,27.98,219
2141_514401_514278,14.38,1
3131_502312_511269,8.90,2
355_514432_514415,19.03,1
355_514181_514124,5.80,7
2101_511006_502303,18.94,3
2212_512019_513254,25.99,17
2472_501850_516132,21.97,1
131_501853_502300,8.60,1
2472_501850_516133,19.41,1
282_512181_513147,42.67,1
427_519136_519117,25.09,435
2211_501502_502951,10.19,127
421_502450_502400,23.10,1026
421_502151_501753,0.24,1
2211_515138_516085,19.00,1
2212_512019_513252,28.56,420
272_501405_501452,22.42,369
3112_502315_511297,33.29,1
2473_515237_515012,7.28,1
4272_501854_501855,16.46,62
2211_502951_502351,21.88,2
2121_500103_500100,14.34,27
347_500151_514405,10.57,1
2211_518085_502951,30.21,6
142_514212_514213,22.59,483
142_514212_514211,33.87,2
2402_513093_513148,11.98,1
2402_513093_513147,27.47,261
3722_517248_517034,12.66,150
304_519110_519093,19.48,269
3112_502315_511265,7.53,42
3722_517248_517014,14.81,35
2121_514417_514278,12.94,1
2473_514400_514367,18.57,18
3371_513195_513101,12.26,207
2402_513148_513147,35.30,21
3132_511271_511272,23.86,286
3132_511271_511273,23.26,4
3132_511271_511270,10.80,41
2471_514541_514372,4.66,3
431_501951_502101,8.41,85
2471_514541_514374,20.61,446
150_502900_503002,42.48,1
2141_514417_514372,30.79,148
2473_514400_514370,23.28,353
347_514199_514428,53.99,5
2473_514400_514374,0.18,1
2472_517012_517119,13.85,16
1571_502651_502701,37.63,611
271_516250_516172,33.82,2
332_513014_513209,4.01,7
452_502851_502901,30.38,141
272_502050_502000,8.13,155
282_514019_513291,24.81,1
2841_514273_514470,15.59,9
271_511408_511423,22.92,1
3722_517248_517035,27.17,1
2121_513254_513007,19.09,2
2102_516130_516226,40.69,2
332_513246_513209,27.42,6
332_513014_513217,26.18,387
2524_500600_512023,26.19,2
2102_516130_516228,24.63,200
2473_515140_516082,8.33,1
271_516250_516184,9.17,10
2841_514273_514468,23.44,1
2473_515140_516081,20.29,2
2102_516218_516079,21.58,3
2101_516065_516064,12.18,87
3112_502315_511258,0.18,1
3112_502315_511251,29.60,24
2521_502750_502800,4.95,75
2241_514401_500153,23.11,83
2102_516130_516224,53.77,1
282_514019_513222,24.14,2
2241_513062_513111,30.76,314
3411_514028_514554,19.64,47
441_501854_501950,20.08,445
2801_516135_519061,44.78,13
332_513014_513221,25.00,41
2472_514138_518051,52.29,1
306_519041_519043,4.96,2
421_502351_501552,8.61,3
142_500851_500950,32.86,571
2121_502601_515238,17.45,1
271_511408_511484,23.99,81
2121_502601_515237,27.00,10
2471_515002_515152,31.74,387
2471_515002_515150,5.92,202
332_513014_513231,12.25,111
271_516250_516128,31.66,1
2274_501551_501501,11.72,224
2121_515041_502301,8.27,1
3441_514277_514485,16.34,2
2212_513048_513251,23.08,419
3721_517248_517150,2.00,1
306_519201_519192,1.84,2
2402_519047_501552,33.17,290
332_513246_513227,21.04,135
306_519041_519052,50.25,2
3191_511196_511197,24.42,255
441_500163_502303,30.40,1
421_502450_502350,24.39,14
3191_511196_511195,16.97,27
332_513246_513250,34.57,379
2101_511005_511011,31.08,1
2212_513048_513256,30.95,2
2212_513062_513013,17.06,105
3011_501551_501502,8.63,130
3191_511196_511198,35.08,160
2212_515029_515144,0.04,1
2212_515029_515148,25.17,1
2212_515029_515147,29.74,7
2212_515029_515145,18.31,39
2104_516005_516217,1.07,2
2274_513015_512007,14.05,1
355_514432_514379,10.12,24
371_517015_517228,20.89,1
2104_516005_516213,17.58,58
2273_502251_502303,7.77,103
3442_514071_514559,8.77,2
357_514255_514379,21.23,1
2274_513015_512005,28.46,332
271_516250_516146,26.48,239
305_519041_519165,0.74,1
305_519041_519163,0.28,1
305_519041_519162,19.22,267
305_519041_519166,5.04,1
2121_514401_514278,12.75,3
2524_501452_502951,17.48,232
305_519079_512101,24.85,316
2104_516079_519026,39.86,1
272_502100_516058,31.48,1
2273_516122_500102,17.74,1
2521_503004_502751,35.15,198
421_501001_501753,15.26,3
3131_511269_502311,18.39,1
427_512181_512035,37.90,265
2243_514032_514322,14.76,91
2472_516133_516006,10.84,1
2121_514541_502601,2.30,1
131_500251_500201,26.61,688
2301_512154_512149,6.13,107
3371_513195_513182,1.79,3
2402_501552_500751,16.14,511
2473_514374_514278,16.06,4
272_502100_516060,28.03,1
3411_514480_514479,8.25,40
347_514209_514210,31.01,1
1472_501301_501051,1.49,1
3112_511264_511302,9.64,86
2471_515237_515238,42.27,353
452_502901_502351,43.11,1
2211_512046_519174,29.01,2
2104_516079_519022,20.63,262
2274_517131_517102,25.57,399
2274_517131_517103,41.56,1
2211_512046_519175,19.14,2
2274_517131_517104,28.77,1
2121_502600_514415,24.05,14
142_501300_501250,7.86,161
427_502550_502450,2.07,1
452_500603_502901,22.28,23
321_513044_513041,11.34,2
2524_515028_515171,9.35,1
272_502100_516072,35.83,1
2121_500103_500160,0.21,1
347_514209_514208,36.08,1
2121_516080_502301,5.36,2
321_513044_513045,24.43,362
373_517015_517076,6.09,2
321_513044_513042,10.18,1
321_513044_513043,3.43,104
271_511311_517212,22.92,1
2801_518128_515204,9.13,1
2104_516221_516213,0.77,2
2273_513048_513256,17.77,2
272_516235_519021,10.37,3
452_502850_503003,28.35,1
2104_516221_516219,23.14,356
2273_513048_513251,23.42,388
2104_516221_516215,0.21,1
305_519079_512104,41.22,1
305_519079_512103,14.22,1
2104_516221_516217,28.07,1
131_502001_501853,48.31,1
142_514467_514197,6.06,1
2241_512019_513325,18.13,1
452_502750_502700,7.03,1
2242_512205_512202,8.14,1
2301_513050_513049,9.04,121
306_519289_519112,27.99,1
271_511408_511416,80.59,1
142_514467_514194,24.56,404
282_513102_513037,23.64,304
282_513102_513038,25.90,5
3721_517225_517205,14.69,3
3721_517225_517204,20.58,383
318_511251_511339,54.15,2
3721_517225_517203,31.01,161
140_501300_501450,39.56,2
282_514386_514349,4.50,2
3011_501502_501451,13.54,76
3172_511114_511113,20.65,43
3172_511114_511116,26.61,2
3172_511114_511118,59.21,1
2121_515196_516108,22.49,1
2102_516130_516209,2.75,1
373_517129_517164,5.98,1
336_513311_513167,6.60,65
306_519266_519280,14.24,17
306_519266_519281,15.34,2
2121_515196_516107,34.96,279
1472_501653_501603,29.90,761
377_516249_516144,6.82,2
2401_514260_514261,35.05,246
2521_518016_502750,2.67,1
437_501853_504009,3.08,1
3121_511369_517276,17.02,1
2841_514084_514076,36.54,1
441_500163_501051,4.58,2
3121_517272_511235,50.98,4
3172_511114_511121,38.61,232
2301_501451_501551,26.92,2
3721_517225_517224,20.03,217
437_500200_500250,30.24,718
2211_518045_516266,22.03,1
140_501300_500159,27.85,1
2801_515204_519061,16.98,2
2241_513013_513062,26.81,318
2401_514260_514259,23.57,64
421_501001_501701,12.30,310
2524_515028_515140,18.66,30
2473_515237_515040,23.09,1
2801_518202_518200,6.11,8
2841_514084_514083,17.20,82
2524_515028_515139,53.14,2
2212_518164_518148,38.97,1
305_519112_512101,52.08,1
3172_511114_511131,66.78,2
421_501002_501750,42.86,1
3351_513244_513245,26.54,459
2471_515015_515009,15.58,1
4272_501800_501702,9.89,87
3351_513244_513243,12.33,35
3351_513244_513240,7.82,2
2273_502303_513251,25.62,2
2211_518194_518016,52.94,1
3172_511136_511344,13.69,2
322_512032_512029,12.29,1
2473_514076_514371,28.36,1
272_519021_519025,28.07,3
3121_517272_517275,10.55,1
352_515014_515010,22.29,104
131_501803_501753,24.64,738
2471_515015_515011,30.67,56
271_517212_511315,15.27,30
3351_513244_513238,21.80,3
3351_513244_513237,22.48,124
322_512032_512033,24.82,338
3442_514351_514352,26.06,238
2402_514002_518030,19.00,12
2211_516267_518036,2.90,1
421_502151_502300,33.39,3
3112_511266_502315,3.57,2
2274_500600_512024,15.85,67
2273_517125_500102,0.21,1
2473_514076_514377,13.65,295
2471_514371_514431,5.29,11
2471_515015_515020,40.43,403
2471_516112_516008,5.36,4
2121_513257_512003,44.82,284
3411_514246_514474,22.48,1
3191_511204_511087,64.34,3
333_513283_504005,21.41,434
2121_514097_514218,28.60,225
2472_518009_518004,8.57,2
2473_514382_514401,26.31,78
2473_514382_514400,51.99,1
347_514207_514405,10.48,3
353_515128_515127,13.54,2
131_502200_502150,10.19,182
271_511310_511312,17.30,47
3442_514351_514371,20.10,54
376_517068_517259,35.97,384
2212_513251_513256,29.49,382
452_502650_502700,10.24,84
2274_500900_517111,38.03,1
3121_517272_517273,16.73,2
427_512022_502500,16.44,2
142_501500_501552,21.67,672
2274_501900_502100,20.15,2
2524_502350_518045,10.11,1
3112_511016_502315,33.78,24
3722_500053_517039,22.30,4
2273_518082_516017,46.86,1
2471_515015_515007,18.77,2
3124_511292_511448,15.16,148
385_514449_514478,17.44,23
3722_500053_517034,16.81,3
142_502350_500851,16.60,1
3721_517014_517248,16.52,320
306_519204_519183,32.86,3
3121_516276_511369,7.06,9
2473_515048_515050,23.29,2
2102_516228_516226,28.41,291
306_519204_519186,20.19,434
306_519204_519185,24.56,45
2102_516228_516224,38.48,5
271_511098_511100,2.80,1
421_501002_501702,25.57,927
437_504009_501002,3.15,1
305_513003_513002,18.76,361
2212_518149_516168,35.66,401
2212_518149_516169,58.47,1
2274_502100_501001,10.40,4
271_511098_511106,3.65,2
2473_515048_515049,28.67,163
355_514173_514276,39.23,147
2212_518149_516171,21.30,3
2801_519154_519155,28.39,115
318_511021_511339,0.05,1
2211_511223_511100,17.91,5
2801_519154_519153,6.84,53
3722_500053_517015,19.24,13
2212_518149_516170,32.62,2
3442_514087_514557,11.52,1
2401_514157_519047,18.27,3
3722_500053_517014,24.45,100
2801_518202_515204,6.34,1
3721_517014_517222,44.72,1
2473_515051_515245,29.39,2
3122_511177_511292,14.47,705
2121_515142_502301,5.69,1
3122_511177_511290,14.88,7
243_514401_514099,0.60,1
2241_513309_513140,29.22,329
2273_513252_513254,15.88,2
282_514349_514348,16.46,115
347_514206_514535,34.48,1
2212_514138_514137,27.28,24
3191_511204_511021,34.00,2
304_519109_519264,10.24,4
2121_515161_500155,0.85,1
2301_513273_513272,10.19,159
2211_519013_519175,15.77,385
2211_519013_519174,23.67,7
243_514401_514080,5.53,1
217_502150_502102,6.38,58
375_517177_517176,32.01,83
452_502601_502701,23.79,5
2211_511324_511019,9.19,141
2212_515142_511284,20.58,1
2273_513104_513035,46.21,1
1472_501200_501150,14.18,207
142_514249_514207,28.75,10
352_515159_515033,8.12,1
140_500751_501403,23.24,4
142_514249_514206,16.70,5
2472_518009_518074,17.51,325
352_515214_515213,17.22,3
2141_511456_511107,22.46,4
272_500952_500900,8.60,159
2104_502301_514001,25.03,269
2841_514050_514053,27.04,2
375_517179_500055,3.14,1
2211_511271_511273,27.83,12
1571_501700_501650,11.96,244
2121_513211_512209,1.47,1
2211_511271_511272,23.59,367
2841_514050_514051,16.48,333
2841_514050_514052,10.12,2
452_500603_502351,21.73,187
437_501701_501601,27.38,766
3191_502305_511016,30.30,219
2273_518021_501101,42.91,1
2212_518058_518149,37.75,2
2104_516218_516079,9.74,2
303_519089_519088,10.12,87
2473_515153_515064,5.40,21
2121_515018_515238,0.17,1
2471_501850_518012,0.07,1
2841_514050_514048,39.60,1
2841_514050_514049,16.41,18
3192_511059_511380,8.25,2
3413_514053_500156,25.99,1
2274_513265_512151,14.59,309
2273_513254_513014,24.71,3
2121_514154_514155,20.83,405
2121_514154_514153,19.11,118
2274_517103_501001,33.21,1
2301_501401_500951,0.60,1
2273_500101_513256,23.10,2
332_513168_513231,16.98,497
2521_503003_518058,24.47,158
2273_500101_513251,0.22,1
427_512023_502400,21.59,462
3123_511292_502103,17.70,1
2473_514377_514443,32.81,262
2524_518084_518085,26.47,631
2524_518084_518083,16.27,24
272_512021_512054,20.27,368
2301_513272_512007,10.95,147
2212_516168_515143,8.42,1
2473_515048_515063,20.54,12
2212_518058_518164,30.39,2
2473_517212_511315,15.22,33
303_519089_519090,13.82,479
2402_500156_518030,15.97,1
2121_513260_512200,0.68,1
3721_517039_500052,24.45,5
377_517122_517123,36.37,1
272_513264_519025,24.94,1
377_517122_517121,10.10,16
2243_513251_514465,32.56,1
2842_503007_514415,45.23,1
3441_514219_500162,23.92,225
2211_511271_511226,39.39,1
385_518204_518111,30.97,314
1472_501851_501403,0.34,1
2211_511468_516090,28.24,1
3441_514067_500162,25.09,1
371_517177_517228,34.09,421
437_501700_501750,29.89,677
282_518156_514019,9.84,3
271_517006_501900,13.31,89
371_517177_517232,20.97,9
3123_502103_511286,17.38,1
2241_514399_514010,22.29,124
3123_502103_511287,7.10,6
2524_512023_500600,37.02,3
3411_514331_514235,22.69,1
3411_514331_514236,25.08,1
355_514174_514176,30.77,1
2141_515021_514379,22.57,139
357_514279_514341,30.70,1
3191_502305_511020,8.05,1
271_511408_511098,16.54,1
377_517121_517268,15.44,66
2402_514110_514112,28.20,372
2211_518194_518036,20.05,381
131_501702_501800,13.78,1
2274_512149_512044,27.07,1
2211_518194_518034,25.26,1
1472_500152_500158,19.37,619
2241_514345_500153,11.66,2
2471_514372_514374,0.68,1
427_512022_502550,0.12,1
2121_513040_513165,0.40,1
1472_500152_500163,15.92,62
2121_513211_500202,0.21,1
2473_517212_501950,6.34,1
377_516274_516273,8.00,77
377_516274_516272,15.01,5
377_516274_516271,31.61,1
2211_518194_518046,9.41,96
3123_511287_502103,21.50,6
385_518204_518122,12.00,104
3191_502305_511043,7.48,1
2402_513133_501552,8.78,1
2273_514014_513104,10.27,150
2121_514153_514367,27.33,1
357_514340_514339,11.96,6
3191_511203_511236,46.89,228
2242_500152_514346,12.13,1
2212_513105_514011,29.26,1
2121_513262_512004,52.42,4
3411_514023_514467,27.75,109
2471_516239_518009,0.93,1
2524_518035_518083,31.55,2
271_511427_511428,36.44,165
1571_501600_501650,40.00,585
2241_514411_514156,28.30,1
2104_516217_500751,38.58,1
2401_514386_514115,21.65,1
357_514484_514489,7.54,151
2401_514386_514116,17.22,2
2401_514386_514119,27.49,347
357_514484_514482,12.02,2
142_512021_512020,14.62,159
357_514484_514481,42.84,2
427_500106_502550,28.95,7
142_512021_512022,17.47,376
142_514147_514429,54.31,2
2471_514372_514376,15.98,1
333_513278_504005,30.38,6
2243_514467_514021,31.78,15
2211_511272_511019,32.38,4
2243_514467_514023,17.14,117
2101_511008_502250,16.36,2
3132_511478_511467,17.61,1
2842_502650_502700,11.48,161
421_502550_500106,12.20,256
2473_515036_502650,3.91,1
272_512037_512195,24.94,1
373_517166_517279,38.54,13
2471_517175_517007,22.53,1
306_519280_519050,23.12,9
2521_518099_502401,18.18,2
2471_517175_517006,27.41,527
2212_500101_513113,44.32,1
3172_511115_511120,11.77,35
352_515009_515019,38.81,95
3172_511115_511122,47.56,151
3191_511203_511202,23.17,7
2241_513256_513251,18.62,71
3191_511203_511201,44.20,1
2273_502103_502303,13.61,1
131_501853_501651,30.00,2
1472_501851_500150,14.68,1
2301_512024_500600,19.72,493
131_501602_501652,34.56,656
3172_511115_511118,23.72,4
303_519087_519294,13.69,245
2524_518035_518033,28.17,15
3141_511039_511036,22.98,7
2524_518035_518037,20.36,589
3141_511039_511038,22.20,444
2273_513251_500101,37.15,1
336_513167_513214,0.19,1
306_519280_519071,26.95,3
2471_516242_517011,27.01,465
305_513002_502400,19.72,1
352_515214_515247,13.37,87
2121_513008_513158,34.54,3
131_501652_501602,10.60,187
2273_500102_501150,86.57,1
142_514249_514233,29.29,1
2121_513254_504015,81.70,1
3132_511478_511472,16.46,1
2274_519031_502100,15.72,2
3141_511039_511046,12.66,3
2301_512004_512200,39.15,330
2121_513008_513162,24.31,1
272_501552_502401,40.05,1
352_515009_515045,20.16,9
2212_518148_503004,13.19,1
2273_513254_513049,5.84,1
2401_519139_500161,19.31,1
2121_513159_514218,0.17,1
357_514484_514498,6.19,3
357_514484_514497,3.62,1
3371_513194_513106,0.51,1
2212_513231_513014,25.75,464
357_514484_514491,28.49,2
347_514208_514207,30.54,2
2521_518082_518016,24.29,230
357_514484_514490,15.71,10
421_500106_500800,11.47,2
3371_513194_513101,25.13,202
3131_511416_511417,29.72,310
2273_500102_513112,33.50,1
1472_501200_501250,31.00,764
2211_518033_516264,17.49,95
2242_500152_514313,17.18,1
2212_502301_500101,3.88,1
272_516058_516079,14.30,2
271_511408_511100,33.45,237
2212_502301_500102,7.14,2
2211_519013_519121,26.63,1
3132_511478_511492,18.06,1
357_514340_514341,36.00,138
3441_514427_514468,2.23,1
2101_500952_500900,9.67,129
131_500750_501002,0.17,1
2141_514377_514443,32.04,109
2101_519021_519025,4.10,2
2101_511012_502250,23.42,1
2211_515138_515025,23.30,103
2211_515138_515026,35.92,336
2472_503006_518060,15.57,2
2211_519284_518097,28.73,2
3781_517251_517250,10.26,185
272_516058_516060,36.21,314
272_516058_516062,30.40,1
2121_514098_514113,18.13,9
2121_516192_511275,31.26,72
3191_502314_502305,6.20,156
2211_502315_515153,68.12,1
2141_511329_511107,18.00,104
272_516058_516056,17.79,101
357_514379_514432,3.69,33
2101_516074_519022,42.78,1
452_502750_502850,5.25,79
2472_518013_518005,37.78,316
2841_514172_514171,22.27,41
2472_518013_518010,13.19,2
336_513001_513168,22.35,2
2273_513252_512019,8.13,88
2212_513327_513013,27.08,415
2472_518063_518005,35.15,1
3422_514404_514085,29.42,348
3422_514404_514086,5.21,1
2242_513233_514314,11.19,1
2121_513141_513142,39.64,338
347_514211_514429,29.48,2
421_501001_501855,1.56,1
2841_514172_514190,15.92,2
2212_518164_518060,27.69,1
3372_513037_513102,12.86,79
427_519164_502401,11.52,4
2212_518164_518058,26.85,6
427_500106_513254,32.75,286
2211_511090_511468,11.33,65
452_502651_502601,13.12,35
353_515128_515190,28.19,226
427_519117_519136,23.67,105
427_501800_501854,26.94,360
421_500603_502401,33.77,7
2472_503006_518058,21.93,320
2524_516088_515153,6.65,90
2242_513233_514312,31.89,353
2273_513103_514410,15.49,1
2102_519021_516221,18.46,9
357_514484_514432,3.56,2
2842_514421_514192,31.96,441
373_517167_517182,12.82,5
3422_514072_514073,28.72,259
3722_517014_500053,10.58,14
3422_514072_514071,39.42,10
3191_511236_502305,0.18,1
2401_519047_519054,14.48,64
2273_513103_513113,26.01,1
427_512144_502550,22.71,347
3171_511021_511385,19.60,545
3171_511021_511387,26.99,2
302_519075_519074,12.31,83
2211_511100_516092,18.99,2
131_501651_501701,13.60,183
2211_511100_516090,22.48,1
2241_514412_514013,2.84,1
2121_513141_513153,11.92,3
2212_518164_518050,11.90,157
2101_502251_511234,15.77,6
3131_511416_511484,25.06,2
2121_513141_513144,70.47,1
2121_516138_511298,31.29,1
150_502751_502801,31.33,414
2521_515058_502650,0.42,1
2472_518063_518061,33.96,379
2273_513103_513105,23.87,267
282_514348_513222,18.30,1
2121_513158_513009,7.17,25
3141_511265_511264,17.85,147
1472_501100_501150,36.04,679
2241_513140_513106,20.21,360
2241_513140_513104,19.04,10
427_519138_519266,14.13,406
3781_517251_517271,27.18,83
3781_517251_517270,23.48,274
421_500603_502451,31.35,3
2273_518082_516047,24.12,336
2472_518013_518063,16.74,1
3371_513194_513193,5.89,43
2473_515052_515051,18.14,31
2472_518063_518051,18.57,1
2104_516166_516173,31.22,228
2841_514046_514044,25.09,1
2121_513262_512018,5.39,32
2841_514046_514045,7.79,19
2841_514046_514048,22.78,11
2841_514046_514047,29.11,240
2121_513262_512017,28.63,2
427_519138_519270,13.66,101
370_519115_517134,18.69,95
2121_513141_513165,21.76,2
3371_513194_513182,17.73,2
2211_515161_502312,24.98,2
2104_516078_519021,29.20,19
2121_514376_514374,29.87,30
333_513044_513051,20.04,29
318_511021_511257,20.06,113
318_511021_511252,24.93,174
131_501001_501450,18.74,4
3121_516276_511291,27.13,2
217_502151_502103,29.30,128
272_519021_519142,8.45,148
421_501702_502050,2.86,1
1472_501301_501201,5.92,1
303_519092_519160,8.12,11
2472_514058_501050,39.04,368
2841_514036_514549,19.98,410
421_501753_501951,7.08,1
333_513044_513052,14.17,1
2242_513232_513218,11.27,2
452_502650_502600,28.91,120
2273_514009_514409,34.01,1
2102_516129_516130,32.22,264
2243_514414_513300,17.22,1
3124_511445_511499,4.88,2
2212_513251_513105,22.38,1
2273_514009_514410,20.75,120
452_502601_502651,31.48,145
243_514113_513142,37.52,1
2242_513232_513222,5.60,43
2841_502701_503012,30.14,284
131_502101_502051,33.22,659
243_514113_513141,37.38,145
333_513044_513045,22.11,385
333_513044_513043,10.47,54
333_513044_513042,14.99,5
2121_513257_500100,20.53,11
2274_519030_519031,35.95,332
2102_519148_501400,15.57,4
3442_514367_514427,29.57,1
3124_511445_511488,8.90,2
2242_512208_512100,23.89,38
306_519050_519280,15.15,56
306_519050_519281,7.23,15
2243_514465_514154,42.88,1
3172_511493_511257,22.61,152
2274_519030_519027,0.03,1
131_501852_501800,8.01,275
2121_500160_514401,24.50,343
2121_500160_514400,33.64,5
2274_519030_519029,16.08,156
427_512022_512001,40.54,1
437_501750_501700,18.86,242
385_514382_514287,10.46,4
2101_500751_500900,21.24,372
2402_513215_513138,27.12,284
306_519050_519266,16.74,1
2402_513215_513134,26.82,1
2402_513215_513136,6.14,1
373_517251_517097,22.85,37
373_517251_517096,16.46,434
2841_514020_514376,31.10,1
2841_514171_514172,31.46,316
2301_513273_512024,2.06,2
421_502051_502151,7.49,230
243_514113_513165,25.50,1
3442_514088_514557,9.95,1
311_511046_512002,20.53,168
1472_501101_501051,35.05,762
2242_514388_514390,43.50,3
2121_513261_512200,38.78,1
2274_500951_500107,8.78,1
2402_513215_513132,32.33,1
306_519281_519072,11.69,1
306_519281_519071,17.11,1
2121_515238_514278,30.35,1
2121_514401_500202,49.98,1
371_517028_517023,69.51,1
371_517028_517026,30.91,641
306_519281_519070,10.58,3
131_502101_502001,45.69,2
371_517028_517029,2.63,2
427_512022_512023,27.00,405
303_519089_519111,0.09,1
4272_501800_501854,30.38,108
2472_501850_514138,19.77,2
3124_511445_511446,13.89,127
318_511339_511459,7.52,4
2121_513257_513253,16.04,27
2121_513257_513251,30.68,1
142_514232_514233,39.51,359
2121_513257_513258,23.59,2
2273_513048_513113,8.12,41
371_517028_517030,19.68,10
2212_516169_515142,27.36,2
2141_511281_511282,22.67,25
1472_501301_501251,16.67,937
3121_516276_511235,45.89,5
142_502350_500751,17.34,619
347_514206_514405,8.51,129
2101_511234_502303,11.00,1
1472_501650_500152,0.99,1
2273_513112_502050,44.44,2
2842_502651_502701,37.15,449
421_501002_501852,1.92,1
2472_518009_518165,6.42,44
2121_513257_513259,19.25,2
2401_514390_514019,22.71,2
2402_513215_513103,26.27,1
2141_511281_511267,26.85,1
452_502601_502600,13.33,16
3442_514072_514161,11.45,20
306_519281_519052,4.54,7
2274_500600_512178,31.92,2
3124_511445_511435,6.77,1
3124_511445_511434,12.10,6
3124_511445_511437,13.50,14
3122_511177_511175,20.26,3
306_519281_519050,32.31,332
3124_511445_511436,6.20,1
3122_511177_511176,10.22,92
150_502651_502701,35.07,444
2521_502850_502401,33.01,1
304_519109_519130,4.83,1
2241_513309_513014,26.04,53
357_514490_514489,6.55,4
452_502701_502751,40.29,1
357_514078_514251,22.79,29
357_514490_514484,2.75,1
2102_516228_516129,3.10,1
2121_513040_513211,29.08,292
357_514490_514481,26.02,1
142_512022_512021,17.96,1
2102_516228_516130,5.08,3
142_512022_512023,25.92,544
373_517050_517015,18.39,3
271_517006_501855,3.05,2
2242_512100_514080,35.71,1
2471_515019_500154,14.77,1
357_514279_514273,48.58,2
318_511252_511021,12.84,37
271_501855_517006,27.97,1
357_514490_514491,14.53,147
376_517072_517259,16.08,150
1472_501600_501402,38.77,1
150_502800_503002,23.28,3
2801_518042_519206,20.27,108
373_517045_517046,36.47,346
2242_513224_512100,17.99,1
357_514278_514432,12.60,142
3351_513245_513238,19.88,10
2121_513162_514401,12.71,1
421_501855_501951,14.03,226
2472_518164_518050,9.83,114
3351_513245_513243,0.80,2
3351_513245_513244,26.20,130
2471_514372_514417,3.39,19
2141_515196_515023,22.15,21
2212_518058_518060,32.73,430
1472_501250_501150,46.64,1
431_501405_500353,43.29,306
142_514197_514198,16.02,396
142_514197_514199,25.34,2
2472_518164_518058,20.95,7
437_500602_500850,31.12,4
142_514232_514202,24.38,80
142_514197_514196,28.22,15
2212_513111_514009,29.01,1
142_514197_514195,20.00,1
355_514432_514214,21.87,1
3172_511116_511121,21.35,27
2212_513111_514002,23.19,1
3124_511500_511499,12.89,10
3124_511500_511498,10.52,1
2801_518041_518042,28.69,98
3721_517015_517039,23.79,39
140_500751_501550,18.81,2
3721_517015_517034,13.25,1
2121_513040_513251,0.93,1
2242_514388_514386,102.73,1
302_519127_519077,25.44,31
2121_514099_514098,20.08,34
302_519127_519076,26.37,370
302_519127_519078,26.85,18
1571_501700_501752,30.26,746
2524_512022_500851,23.43,2
336_513168_513215,19.72,4
2141_514381_514368,39.62,120
377_517121_517122,40.26,245
375_517177_517017,4.32,1
3192_511059_511486,24.33,221
441_502303_501151,33.54,1
2211_511272_511226,47.37,2
2301_513272_512178,5.18,3
357_514279_514233,39.94,4
1472_501251_501003,2.53,1
2801_518041_518039,6.23,14
2141_514381_514371,24.98,9
